ID tau tau_16 tau_84 age age_16 age_84 EBVgal EBVgal_16 EBVgal_84 Tdust Tdust_16 Tdust_84 fracPAH fracPAH_16 fracPAH_84 Nh Nh_16 Nh_84 EBVbbb EBVbbb_16 EBVbbb_84 GA GA_16 GA_84 SB SB_16 SB_84 TO TO_16 TO_84 BB BB_16 BB_84 Mstar Mstar_16 Mstar_84 SFR_opt SFR_opt_16 SFR_opt_84 LIR(8-1000) LIR(8-1000)_16 LIR(8-1000)_84 Lbb(0.1-1) Lbb(0.1-1)_16 Lbb(0.1-1)_84 Lbbdered(0.1-1) Lbbdered(0.1-1)_16 Lbbdered(0.1-1)_84 Lga(5-15) Lga(5-15)_16 Lga(5-15)_84 Ltor(5-15) Ltor(5-15)_16 Ltor(5-15)_84 Lsb(5-15) Lsb(5-15)_16 Lsb(5-15)_84 SFR_IR SFR_IR_16 SFR_IR_84 -ln_likelihood -ln_likelihood_16 -ln_likelihood_84 AGNfrac AGNfrac_err
3.010000000000000142e+01 5.683200000000000252e+00 2.255500000000000060e+00 8.406700000000000728e+00 5.000067449562700272e+09 4.997068870499699593e+09 5.010912839854900360e+09 4.358000000000000207e-01 1.317000000000000115e-01 8.052000000000000268e-01 2.200700000000000145e+01 1.691689999999999827e+01 3.648700000000000188e+01 1.519999999999999997e-02 4.899999999999999842e-03 4.050000000000000128e-02 2.254939999999999856e+01 2.189580000000000126e+01 2.352250000000000085e+01 1.502999999999999892e-01 1.303999999999999881e-01 1.701000000000000012e-01 1.994399999999999951e+00 6.692000000000000171e-01 3.362400000000000055e+00 1.084029999999999916e+01 1.022129999999999939e+01 1.128040000000000020e+01 1.821800000000000086e+00 1.269200000000000106e+00 2.019099999999999895e+00 9.300000000000000488e-01 8.659999999999999920e-01 9.774000000000000465e-01 6.321206820052691698e+08 3.382205566696543247e+07 1.320991429647691536e+10 1.592000000000000082e-01 5.300000000000000024e-03 2.768299999999999983e+00 1.213109489520919891e+46 8.408141271704507295e+45 3.750593529111155220e+46 6.365023332473090997e+44 5.741164622073279784e+44 7.199461274408430490e+44 1.716326863490595026e+45 1.548103526708927342e+45 1.941332834537518088e+45 8.111478100379408949e+40 8.778089408463006414e+39 9.076115208402128639e+41 6.161692202002835065e+45 1.863802972346208854e+45 1.072259740259080958e+46 9.924302650467705969e+44 6.576578373554172126e+44 3.001234982781180084e+45 4.707395999999999958e+02 3.296628999999999792e+02 1.524543300000000045e+03 -1.903650000000000020e+01 -2.131779999999999831e+01 -1.762239999999999895e+01 8.612785467934470773e+01 1.383852878073916770e+01
3.110000000000000142e+01 4.097500000000000142e+00 2.529300000000000104e+00 8.171900000000000830e+00 4.960697870440299988e+09 4.929930784973600388e+09 4.961125497515500069e+09 4.119999999999999774e-01 3.348999999999999755e-01 5.229000000000000314e-01 3.063220000000000098e+01 2.934710000000000107e+01 3.158230000000000004e+01 3.169999999999999901e-02 9.400000000000000369e-03 5.330000000000000016e-02 2.333670000000000044e+01 2.207669999999999888e+01 2.402169999999999916e+01 4.006000000000000116e-01 1.023000000000000020e-01 7.651999999999999913e-01 4.377699999999999925e+00 4.308600000000000207e+00 4.442199999999999704e+00 1.044880000000000031e+01 1.037059999999999960e+01 1.053580000000000005e+01 -6.315800000000000303e+00 -8.109199999999999520e+00 -1.612700000000000022e+00 -1.959600000000000009e+00 -1.054930000000000057e+01 4.922000000000000264e-01 1.235093966014861450e+11 1.060718149635316772e+11 1.440124371175571289e+11 2.682019999999999982e+01 2.187519999999999953e+01 3.747829999999999728e+01 1.719887341238248324e+46 1.601400648344365033e+46 1.767258177841950831e+46 1.530382532177446976e+42 2.120801393090107202e+34 1.075721874573400332e+43 5.845208403588601058e+42 1.999401437431081753e+35 1.475706533275884157e+44 1.204758502534951666e+43 1.011113711954913895e+43 1.396689923773040369e+43 3.614930899173601575e+38 2.993642942739845496e+36 5.205950088015526079e+40 1.700591484224098678e+45 1.184677117581482405e+45 2.246984103640144249e+45 6.673922999999999774e+02 6.213637999999999693e+02 6.857504000000000133e+02 -1.356170000000000009e+01 -1.536870000000000047e+01 -1.244529999999999959e+01 2.125689893361261401e-05 1.039952385403724011e-04
3.410000000000000142e+01 5.010900000000000354e+00 2.177299999999999791e+00 8.512299999999999756e+00 5.054176530561699867e+09 4.709979232612999916e+09 5.910120527673600197e+09 4.163000000000000034e-01 1.267000000000000071e-01 7.830000000000000293e-01 1.674309999999999832e+01 1.508709999999999951e+01 1.950140000000000029e+01 2.730000000000000135e-02 9.299999999999999239e-03 4.929999999999999660e-02 2.313639999999999830e+01 2.203320000000000078e+01 2.410630000000000095e+01 5.812000000000000499e-01 2.475999999999999868e-01 8.459999999999999742e-01 1.919899999999999940e+00 6.542999999999999927e-01 3.183800000000000185e+00 1.121260000000000012e+01 1.092079999999999984e+01 1.143410000000000082e+01 -4.742799999999999905e+00 -8.330000000000000071e+00 -1.689200000000000035e+00 9.042000000000000037e-01 7.570000000000000062e-01 1.013400000000000079e+00 3.651741272548376918e+08 1.624800335227319039e+07 6.004820089075452805e+09 6.950000000000000622e-02 3.299999999999999982e-03 8.247999999999999776e-01 3.477763138547451264e+45 2.697118326494943693e+45 4.260886835827885535e+45 7.540497494853102981e+43 5.528406895630973631e+43 1.196740531307251612e+44 1.052204124885247472e+45 8.586180222335944076e+44 1.341528798266129754e+45 7.241024217924127570e+40 7.952432655333977604e+39 3.116018303105467229e+41 5.473939586745982289e+40 1.915137675467485493e+36 1.637947584834961223e+42 2.333995422719459913e+44 1.623678350482452857e+44 4.138090648167232967e+44 1.353571000000000026e+02 1.050589999999999975e+02 1.654256000000000029e+02 -1.174189999999999934e+01 -1.336650000000000027e+01 -1.077229999999999954e+01 2.344758702920237900e-02 1.604747662639327555e-01
3.510000000000000142e+01 5.133899999999999686e+00 1.940499999999999892e+00 8.479599999999999582e+00 4.991358906106100082e+09 4.384326732367799759e+09 6.443122728042599678e+09 5.914000000000000368e-01 3.304000000000000270e-01 8.098999999999999533e-01 2.614630000000000010e+01 2.511149999999999949e+01 2.738169999999999860e+01 3.309999999999999748e-02 1.179999999999999973e-02 5.199999999999999761e-02 2.288169999999999860e+01 2.193779999999999930e+01 2.397850000000000037e+01 5.062999999999999723e-01 1.637000000000000122e-01 8.245999999999999996e-01 4.523500000000000298e+00 4.354199999999999626e+00 4.696600000000000108e+00 1.091109999999999935e+01 1.081840000000000046e+01 1.099479999999999968e+01 -4.019300000000000317e+00 -8.089900000000000091e+00 -3.957999999999999852e-01 -6.860800000000000232e+00 -1.227590000000000003e+01 -1.424800000000000066e+00 1.293897876150632629e+11 9.166425224195574951e+10 1.891036885364487915e+11 3.258160000000000167e+01 1.630770000000000053e+01 4.753869999999999862e+01 1.785253939086200252e+46 1.649301295089649985e+46 1.852678237072271743e+46 1.769701422588472146e+34 3.685530418524804935e+31 2.738419634264361289e+42 1.133704838105403716e+35 3.276423256853781274e+32 4.315190768277632394e+43 1.356750530299862459e+43 8.165823713585905984e+42 1.847991630578525044e+43 4.481258533251577846e+39 1.808006552109996993e+36 5.178452536000216855e+42 1.574345329142936924e+45 1.184677117581482405e+45 2.441743273496748024e+45 6.928164000000000442e+02 6.400743999999999687e+02 7.189388000000000147e+02 -1.326679999999999993e+01 -1.489059999999999917e+01 -1.227909999999999968e+01 2.846418568252518906e-04 2.118494012569385049e-03
3.520000000000000284e+01 6.229400000000000048e+00 2.420500000000000096e+00 8.649100000000000676e+00 5.000226389696800232e+09 4.992065945430800438e+09 5.011224062356900215e+09 4.777000000000000135e-01 1.386999999999999900e-01 8.014999999999999902e-01 1.769650000000000034e+01 1.539380000000000059e+01 1.922670000000000101e+01 3.169999999999999901e-02 1.119999999999999989e-02 5.199999999999999761e-02 2.289110000000000156e+01 2.194330000000000069e+01 2.394510000000000005e+01 4.897000000000000242e-01 1.441000000000000059e-01 8.246999999999999886e-01 3.579000000000000181e+00 5.574999999999999956e-01 6.863800000000000345e+00 1.118670000000000009e+01 1.095090000000000074e+01 1.144100000000000072e+01 -8.696000000000000396e-01 -6.577300000000000146e+00 1.774399999999999977e+00 -1.765400000000000080e+00 -1.050350000000000072e+01 3.339900000000000091e+00 1.006236345280599976e+10 1.761570383139262721e+07 4.239357093413646094e+13 1.857599999999999918e+00 3.399999999999999811e-03 1.129040200000000004e+04 5.717418729175500165e+45 3.736801253821140760e+45 7.389243870344754721e+45 1.901953960442321247e+42 2.016508235392133291e+33 1.577611269699350036e+44 1.426592708647742272e+43 3.824723110239287522e+34 3.552221184823191749e+44 2.113489039836660631e+39 1.023764344643268621e+39 2.524643145948251625e+46 2.387811282913178249e+44 1.298673563829169607e+40 7.406277836681520127e+45 4.961351535855682143e+44 2.106201898991258339e+44 1.005541501856046735e+45 2.219532000000000096e+02 1.461289999999999907e+02 2.868204000000000065e+02 -1.137720000000000020e+01 -1.300050000000000061e+01 -1.070289999999999964e+01 3.249092912753274476e+01 1.463653174730841613e+02
3.710000000000000142e+01 6.216400000000000148e+00 2.774099999999999788e+00 8.734500000000000597e+00 5.968593117182999849e+08 5.128074354539999962e+08 1.266689466632299900e+09 8.619999999999999885e-02 2.910000000000000087e-02 1.555999999999999883e-01 4.353090000000000259e+01 4.099629999999999797e+01 4.684159999999999968e+01 3.540000000000000091e-02 1.370000000000000037e-02 5.340000000000000302e-02 2.334900000000000020e+01 2.276719999999999899e+01 2.397299999999999898e+01 5.346999999999999531e-01 4.883000000000000118e-01 5.747999999999999776e-01 3.341000000000000192e+00 3.034199999999999786e+00 3.729000000000000092e+00 9.725300000000000722e+00 9.608499999999999375e+00 9.823800000000000310e+00 1.507900000000000018e+00 1.393199999999999994e+00 1.676299999999999901e+00 1.952900000000000080e+00 1.895799999999999930e+00 1.995900000000000007e+00 1.515653755696977997e+10 5.979983697142512321e+09 3.539158395669495392e+10 3.143349999999999866e+01 1.564499999999999957e+01 6.094709999999999894e+01 4.012360995991899044e+46 3.786169041033614848e+46 4.352111366239773296e+46 1.820958297685279471e+45 1.747028540763433217e+45 1.907655723990083606e+45 1.961101175476033368e+46 1.794733626832517300e+46 2.225871044792987202e+46 3.858335599053493138e+42 2.197859872784818444e+42 5.772979296482368630e+42 3.063373844696404642e+45 2.852331512298996568e+45 3.601637503947273306e+45 5.426252513290108014e+45 3.855671275573960190e+45 7.126889085463704626e+45 1.557317099999999982e+03 1.469008800000000065e+03 1.688984200000000101e+03 -1.306300000000000061e+01 -1.538030000000000008e+01 -1.151559999999999917e+01 3.608372990190049023e+01 7.577708602921036096e+00
3.720000000000000284e+01 3.396500000000000075e+00 1.069600000000000106e+00 7.800399999999999778e+00 5.000058227873800278e+09 4.995488687968000412e+09 5.000301885082500458e+09 8.076999999999999735e-01 5.976000000000000201e-01 9.133000000000000007e-01 1.479449999999999932e+01 1.442370000000000019e+01 1.649859999999999971e+01 3.059999999999999873e-02 9.599999999999999159e-03 5.190000000000000169e-02 2.234659999999999869e+01 2.175760000000000005e+01 2.376960000000000051e+01 2.303999999999999937e-01 1.832000000000000017e-01 2.681999999999999940e-01 4.241900000000000226e+00 3.969399999999999817e+00 4.365899999999999892e+00 1.081390000000000029e+01 1.038119999999999976e+01 1.095780000000000065e+01 2.227999999999999980e-01 -5.671299999999999564e+00 7.588000000000000300e-01 9.294999999999999929e-01 7.359999999999999876e-01 1.034299999999999997e+00 6.573550444548966980e+10 2.996401459934440231e+10 8.849118278921200562e+10 7.356499999999999595e+00 1.587399999999999922e+00 2.160030000000000072e+01 5.016490567732252161e+44 3.628273359403344376e+44 6.274801619978558375e+44 2.019761083435614380e+44 1.798870915128798329e+44 2.590597845475885629e+44 6.943844712409814305e+44 6.184434582271274360e+44 1.004153254120886053e+45 9.447132357271297773e+42 6.185858764917889094e+42 1.145776735917113557e+43 4.021610443342117075e+41 3.195950174814785318e+39 1.555607398522899167e+44 4.732602186090041734e+43 2.668701501643393917e+43 8.175230379436526439e+43 1.946539999999999893e+01 1.416140000000000043e+01 2.436199999999999832e+01 -2.647700000000000031e+01 -2.941079999999999828e+01 -2.426980000000000004e+01 8.426070716597600097e-01 4.532966587354600563e+00
3.810000000000000142e+01 5.687999999999999723e+00 2.954099999999999948e+00 8.624399999999999622e+00 4.925230709872799873e+09 4.683152635234199524e+09 4.974916919357600212e+09 2.817000000000000060e-01 1.973000000000000032e-01 3.659999999999999920e-01 2.838520000000000110e+01 2.717670000000000030e+01 2.959870000000000090e+01 1.519999999999999997e-02 1.179999999999999973e-02 1.870000000000000134e-02 2.315990000000000038e+01 2.202540000000000120e+01 2.412500000000000000e+01 2.549999999999999836e-02 7.900000000000000772e-03 5.960000000000000020e-02 4.634999999999999787e+00 4.555200000000000138e+00 4.731499999999999595e+00 1.068759999999999977e+01 1.060069999999999979e+01 1.076800000000000068e+01 -4.854700000000000237e+00 -8.231299999999999173e+00 -1.060899999999999954e+00 6.498000000000000442e-01 5.339000000000000412e-01 8.687000000000000277e-01 1.687329890625803223e+11 1.436812177034283752e+11 2.142397239127229919e+11 4.838600000000000279e+01 3.121569999999999823e+01 5.709609999999999985e+01 1.518797942031811711e+46 1.382610975198736274e+46 1.644750397391445511e+46 5.052426449401541339e+44 4.436086439314309507e+44 6.120684588704591811e+44 6.974289968817319839e+44 4.855120352422792407e+44 8.992904884011805739e+44 1.899765515036042919e+43 1.599926382868587150e+43 2.195836500973187983e+43 3.900317844750632031e+38 5.786287388179515118e+35 1.182224621761456342e+43 1.090184492385131232e+45 1.033475058525206432e+45 1.191516333217991800e+45 5.896073999999999842e+02 5.366242999999999483e+02 6.382169999999999845e+02 -1.514869999999999983e+01 -1.731269999999999953e+01 -1.361020000000000074e+01 3.577666419390914591e-05 3.011175724194049504e-04
3.910000000000000142e+01 5.546800000000000175e+00 2.644400000000000084e+00 8.656200000000000117e+00 2.666363576506800175e+09 1.839267618285099983e+09 4.328971882672900200e+09 4.324000000000000066e-01 3.413999999999999813e-01 5.283999999999999808e-01 2.450860000000000127e+01 2.347159999999999869e+01 2.554500000000000171e+01 1.549999999999999989e-02 1.200000000000000025e-02 1.890000000000000013e-02 2.293819999999999837e+01 2.198089999999999833e+01 2.398730000000000118e+01 1.015999999999999959e-01 8.260000000000000675e-02 1.217000000000000026e-01 4.543199999999999683e+00 4.446299999999999919e+00 4.679100000000000037e+00 1.081780000000000008e+01 1.072540000000000049e+01 1.090789999999999971e+01 -4.919100000000000250e+00 -8.875799999999999912e+00 -8.727000000000000313e-01 6.901000000000000467e-01 5.795000000000000151e-01 7.488000000000000211e-01 1.341528798266124268e+11 1.037528415818012695e+11 1.809672554788791199e+11 6.736660000000000537e+01 4.040259999999999962e+01 8.705450000000000443e+01 9.776873589674247473e+45 9.449307890342998305e+45 1.045201441458430802e+46 2.841842468063600535e+44 1.733803997754126928e+44 3.248628125791998965e+44 5.790285794746403655e+44 3.289273604806469909e+44 6.620640402704635790e+44 2.146841589360746981e+43 1.764411988580624753e+43 2.273526391823391420e+43 4.615300680791296908e+38 3.893139807015632746e+34 3.698281797802643441e+41 7.535290502353978794e+44 6.927874312745208220e+44 7.814478488541779746e+44 3.793759999999999764e+02 3.665955999999999904e+02 4.055548999999999751e+02 -2.121059999999999945e+01 -2.365149999999999864e+01 -1.964829999999999899e+01 6.124910317019934892e-05 4.920504726879694479e-04
3.920000000000000284e+01 5.707799999999999763e+00 2.133799999999999919e+00 8.546599999999999753e+00 5.016481651487500191e+09 5.016475481902500153e+09 5.016486152760800362e+09 3.768000000000000238e-01 9.639999999999999958e-02 7.479000000000000092e-01 2.399660000000000082e+01 1.503270000000000017e+01 6.071289999999999765e+01 3.039999999999999994e-02 9.799999999999999684e-03 5.140000000000000124e-02 2.316059999999999874e+01 2.198110000000000142e+01 2.407130000000000081e+01 4.455999999999999961e-01 1.188000000000000028e-01 8.045999999999999819e-01 3.241099999999999870e+00 1.276299999999999990e+00 3.832899999999999974e+00 5.833000000000000185e+00 1.712800000000000100e+00 1.047530000000000072e+01 -6.897999999999999687e+00 -9.477499999999999147e+00 -2.565799999999999859e+00 1.057399999999999896e+00 -8.430999999999999606e-01 1.237300000000000066e+00 8.661637419723033905e+08 4.659078201101280004e+07 3.073972656082516193e+09 8.649999999999999356e-02 2.399999999999999790e-03 5.108000000000000318e-01 8.022320342878610450e+41 8.613903457724318993e+37 1.210040760856951218e+44 1.951641300285818615e+43 1.857804455091691402e+42 1.119437883467150270e+44 1.319167672640153323e+44 5.518232567565625721e+42 1.750249652105780346e+44 8.152672562240338448e+40 1.204481128573185661e+40 2.635117589863840385e+41 5.107401503571928764e+34 1.226591638957227944e+33 9.797155472803930260e+38 9.249111180764587782e+40 1.036334604431049314e+37 7.930489601281917240e+42 6.046000000000000263e-01 0.000000000000000000e+00 4.697700000000000209e+00 -2.643039999999999878e+01 -2.748010000000000019e+01 -2.592239999999999966e+01 5.522042695156361818e-05 5.298397812341278925e-04
4.110000000000000142e+01 5.445199999999999818e+00 2.410200000000000120e+00 8.601499999999999702e+00 5.000993780032600403e+09 3.188866860449699879e+09 6.009313304745499611e+09 3.958999999999999742e-01 2.785000000000000253e-01 5.330000000000000293e-01 2.958259999999999934e+01 2.805839999999999890e+01 3.096310000000000073e+01 4.109999999999999765e-02 3.080000000000000099e-02 4.909999999999999781e-02 2.298499999999999943e+01 2.200580000000000069e+01 2.397670000000000101e+01 4.845999999999999752e-01 1.509999999999999953e-01 7.941000000000000281e-01 5.143500000000000405e+00 5.030700000000000394e+00 5.295200000000000351e+00 1.060640000000000072e+01 1.051040000000000063e+01 1.070809999999999995e+01 -2.817899999999999849e+00 -7.654700000000000060e+00 9.330000000000000515e-01 -7.520999999999999908e+00 -1.331279999999999930e+01 -9.493000000000000327e-01 5.788952685656612549e+11 4.258925076672076416e+11 8.009400305332886963e+11 1.543825999999999965e+02 7.988769999999999527e+01 2.164761000000000024e+02 1.658059075108916660e+46 1.606571283711350583e+46 1.687718457424803295e+46 5.565446342582576670e+37 7.144963260755119624e+35 5.349337509431579021e+42 1.250834928374067808e+38 8.464474480976966082e+35 3.859224115947299497e+43 6.011737374832828269e+43 5.225164890163818906e+43 8.055639077901738989e+43 6.347460398326970863e+41 5.799626158196386075e+36 1.847140794909606977e+44 2.008630255148596825e+45 1.539926526059492146e+45 2.154269337404242760e+45 6.432902000000000271e+02 6.234094000000000051e+02 6.548378999999999905e+02 -1.072879999999999967e+01 -1.262049999999999983e+01 -9.540800000000000836e+00 3.159095686518507279e-02 2.728562891543220292e-01
4.129999999999999716e+01 5.086400000000000254e+00 1.848100000000000076e+00 8.451100000000000279e+00 4.998229874960100174e+09 3.563755385963500023e+09 6.860873668534399986e+09 4.761000000000000232e-01 1.416000000000000036e-01 7.966999999999999638e-01 2.046280000000000143e+01 1.948010000000000019e+01 2.178659999999999997e+01 4.329999999999999821e-02 2.249999999999999917e-02 5.550000000000000072e-02 2.298620000000000019e+01 2.195070000000000121e+01 2.395649999999999835e+01 1.494999999999999940e-01 3.549999999999999684e-02 3.935000000000000164e-01 1.488799999999999901e+00 4.848000000000000087e-01 2.685099999999999820e+00 1.105829999999999913e+01 1.089579999999999949e+01 1.119899999999999984e+01 -5.150900000000000034e+00 -8.270400000000000418e+00 -1.351699999999999902e+00 9.126999999999999558e-01 8.466000000000000192e-01 9.896000000000000352e-01 1.217026402404053360e+08 8.976354589093789458e+06 1.130316324738697767e+09 1.269999999999999948e-02 8.999999999999999754e-04 2.338999999999999968e-01 7.500668987360740871e+45 6.911940643980446108e+45 7.816278045883308512e+45 5.272298614228243304e+44 2.177208393872824122e+44 6.116458029546573636e+44 8.281328263907513504e+44 7.402867904919332768e+44 1.016248692870690767e+45 2.519416678187030395e+40 2.083531160571762599e+39 5.463865498818506214e+41 2.770766958387196600e+38 6.508786108404058910e+36 1.024471780310382267e+41 9.922017758401675314e+44 6.160273583272377484e+44 1.142615207622880361e+45 2.910430999999999813e+02 2.682069000000000187e+02 3.033061999999999898e+02 -1.532520000000000060e+01 -1.732100000000000151e+01 -1.392730000000000068e+01 2.792543061407432354e-05 1.352103720814784495e-04
4.310000000000000142e+01 2.828199999999999825e+00 2.060799999999999965e+00 3.548000000000000043e+00 8.557212186940600395e+09 8.500613477796199799e+09 9.430725599573999405e+09 2.973999999999999977e-01 2.703999999999999737e-01 3.225000000000000089e-01 2.021799999999999997e+01 1.928440000000000154e+01 2.122129999999999939e+01 3.099999999999999978e-02 2.520000000000000018e-02 3.719999999999999696e-02 2.315200000000000102e+01 2.201640000000000086e+01 2.415159999999999840e+01 4.479000000000000203e-01 1.484000000000000041e-01 7.951000000000000290e-01 4.881599999999999717e+00 4.832799999999999763e+00 4.906799999999999606e+00 1.110660000000000025e+01 1.100820000000000043e+01 1.121439999999999948e+01 -5.602299999999999613e+00 -8.419399999999999551e+00 -2.178399999999999892e+00 -7.720600000000000129e+00 -1.223799999999999955e+01 -2.110899999999999999e+00 1.502449902998914490e+11 1.332600586277578125e+11 1.576884920121929626e+11 2.151800000000000157e+00 1.939300000000000024e+00 2.296100000000000030e+00 3.588392993294893079e+45 3.383763488617669958e+45 4.017908108489391897e+45 3.981988486715564506e+33 3.652582213863400062e+32 1.042797544850506842e+40 3.318944575526109712e+34 1.918227001725241400e+33 1.659204817421638381e+41 7.368854816494532629e+42 6.781097674934326193e+42 7.563102739061089770e+42 1.297179270983954561e+36 6.544854558704390874e+34 1.823895702319649437e+41 3.511559245162883248e+44 3.348112173860531371e+44 4.070989666502705694e+44 1.392631000000000085e+02 1.313002999999999929e+02 1.559410000000000025e+02 -3.539739999999999753e+01 -3.757520000000000238e+01 -3.396540000000000248e+01 3.694026429937024866e-07 2.741277658751111516e-06
4.329999999999999716e+01 6.426000000000000156e+00 2.519099999999999895e+00 8.683999999999999275e+00 4.981568538390199661e+09 4.939754109243900299e+09 5.080677531391799927e+09 2.629000000000000226e-01 2.910000000000000087e-02 7.328999999999999959e-01 1.720459999999999923e+01 1.647279999999999944e+01 1.840899999999999892e+01 3.520000000000000212e-02 1.200000000000000025e-02 5.340000000000000302e-02 2.273679999999999879e+01 2.181749999999999901e+01 2.388340000000000174e+01 1.625999999999999945e-01 1.365999999999999992e-01 2.064999999999999891e-01 2.294500000000000206e+00 9.386999999999999789e-01 2.772600000000000176e+00 1.125450000000000017e+01 1.106080000000000041e+01 1.139690000000000047e+01 -3.604299999999999837e+00 -7.941300000000000026e+00 -1.292599999999999971e+00 4.380999999999999894e-01 3.905000000000000138e-01 5.312999999999999945e-01 3.731642236647024155e+08 1.241080637215653807e+07 1.330760801701442480e+09 7.449999999999999678e-02 2.500000000000000052e-03 3.811999999999999833e-01 2.864837547190006306e+45 2.609155723014130461e+45 3.047193266663101798e+45 7.865023054586546367e+43 6.283476569844795506e+43 8.546730307669828115e+43 2.216664673104828365e+44 1.777460670642960246e+44 2.545657663929478136e+44 5.471419324763816989e+40 5.628594992827283769e+39 2.565074598777484740e+41 3.445085462865779157e+41 7.256045544075082073e+35 5.036165574360865226e+42 3.116018303105467204e+44 2.338298763479893352e+44 4.240333353850201285e+44 1.111577999999999946e+02 1.012633000000000010e+02 1.182359000000000009e+02 -1.322600000000000087e+01 -1.557179999999999964e+01 -1.192290000000000028e+01 1.104384002546953680e-01 8.695222236199673382e-01
4.510000000000000142e+01 1.546200000000000019e+00 8.739000000000000101e-01 5.113199999999999967e+00 4.983609124926600456e+09 4.788390512833700180e+09 4.991037786591699600e+09 4.635000000000000231e-01 3.983999999999999764e-01 5.399000000000000465e-01 2.579639999999999844e+01 2.481889999999999930e+01 2.704360000000000142e+01 3.200000000000000153e-03 2.700000000000000143e-03 3.700000000000000164e-03 2.318730000000000047e+01 2.201859999999999928e+01 2.416519999999999868e+01 4.732000000000000095e-01 1.613999999999999879e-01 8.061000000000000387e-01 4.815400000000000347e+00 4.717999999999999972e+00 4.872799999999999798e+00 1.076789999999999914e+01 1.067740000000000045e+01 1.085249999999999915e+01 -5.646200000000000330e+00 -8.428499999999999659e+00 -2.168499999999999872e+00 -6.778500000000000192e+00 -1.231479999999999997e+01 -1.950299999999999923e+00 2.356676656318125610e+11 1.842892488970551758e+11 2.679168324819036865e+11 1.060829999999999984e+01 3.989900000000000002e+00 5.576910000000000167e+01 1.065859597147261527e+46 1.044720219220796090e+46 1.084426195767082422e+46 2.515359129163255030e+32 7.655966069112568955e+29 1.481494351558818980e+36 3.392344895414459898e+33 6.493816315762113044e+30 1.972422736114861456e+37 2.249054605835764037e+43 2.003087865269976817e+43 2.318462095413138780e+43 1.608421982399093792e+37 1.181136253934049222e+35 5.997910762555075646e+40 4.810608341479558764e+44 4.709773263969548609e+44 4.931738039549333855e+44 4.135819999999999936e+02 4.053115999999999985e+02 4.207907000000000153e+02 -1.332160000000000011e+01 -1.583999999999999986e+01 -1.189920000000000044e+01 3.343489667934559132e-06 2.196328338637861265e-05
4.910000000000000142e+01 3.027600000000000069e+00 1.228699999999999903e+00 7.679999999999999716e+00 4.999173866037099838e+09 4.846709590031100273e+09 5.037653120033900261e+09 1.193000000000000033e-01 5.809999999999999887e-02 2.069000000000000006e-01 7.020120000000000005e+01 6.659959999999999525e+01 7.289600000000000080e+01 8.600000000000000006e-03 4.599999999999999922e-03 1.499999999999999944e-02 2.288390000000000057e+01 2.193410000000000082e+01 2.398460000000000036e+01 6.300000000000000044e-02 3.450000000000000289e-02 1.759999999999999898e-01 4.304999999999999716e+00 4.192199999999999704e+00 4.399499999999999744e+00 8.662000000000000810e+00 8.593500000000000583e+00 8.736399999999999721e+00 -5.214000000000000412e+00 -8.445700000000000429e+00 -1.474499999999999922e+00 5.419000000000000483e-01 3.582000000000000184e-01 6.318000000000000282e-01 1.047369686070391998e+11 8.178996079175038147e+10 1.320687295146421051e+11 1.585210000000000008e+01 4.146799999999999820e+00 2.828640000000000043e+01 2.924825766334543574e+46 2.627241526468854743e+46 3.223294595455136469e+46 4.281539943374163823e+44 3.309024631922136742e+44 4.638739667560342937e+44 6.677286334642717707e+44 5.396348637300719853e+44 7.433613896551814888e+44 9.343293682573167296e+42 7.926838316658598353e+42 1.031098131849621031e+43 1.110196873623480073e+39 3.327361598061637521e+35 4.154320512418586361e+42 3.187865575695918882e+45 2.955289290648734428e+45 3.442706503894464411e+45 1.134787299999999959e+03 1.020397600000000011e+03 1.250604800000000068e+03 -5.737030000000000030e+01 -5.983599999999999852e+01 -5.557240000000000180e+01 3.482569953556758052e-05 2.845394129292114888e-04
